gene_symbol	gene_class	feature_label	n_features	min_distance	median_distance
Eif6	invariant	ChromHMM_ActiveEnhancer	54	31825	1105550
Eif6	invariant	ENCODE	2	30000	627605.5
Eif6	invariant	K27ac_ChIP	58	9776	1041658.5
Eif6	invariant	P60	4	34567.5	427035.75
Eipr1	invariant	ChromHMM_ActiveEnhancer	65	10603	795497
Eipr1	invariant	K27ac_ChIP	20	51259.5	788365.5
Eipr1	invariant	P60	2	785450	955338.5
Elapor2	invariant	ChromHMM_ActiveEnhancer	53	2382	644918
Elapor2	invariant	K27ac_ChIP	14	448.5	905254.75
Elavl1	invariant	ChromHMM_ActiveEnhancer	16	118513	774863
Elavl1	invariant	K27ac_ChIP	15	86565.5	648784
Elavl2	DEG_down	ChromHMM_ActiveEnhancer	6	160884	341500
Elavl2	DEG_down	K27ac_ChIP	3	24004	1935146.5
Elavl4	invariant	ChromHMM_ActiveEnhancer	16	71209	918409
Elavl4	invariant	K27ac_ChIP	9	63610.5	1503845
Elf1	invariant	ChromHMM_ActiveEnhancer	49	3106	564394
Elf1	invariant	K27ac_ChIP	13	1222	323376
Elf1	invariant	P60	1	338434	338434
Elk4	invariant	ChromHMM_ActiveEnhancer	95	14807	697307
Elk4	invariant	K27ac_ChIP	47	60029.5	652511
Elk4	invariant	P60	6	369659.5	627844.75
Ell2	DEG_up	ChromHMM_ActiveEnhancer	78	96543	810693
Ell2	DEG_up	K27ac_ChIP	31	132641.5	832570
Ell2	DEG_up	P60	2	602900.5	648771.5
Elmo1	DEG_down	ChromHMM_ActiveEnhancer	87	91804	695104
Elmo1	DEG_down	K27ac_ChIP	44	370762	800508.25
Elmo1	DEG_down	P60	1	443817.5	443817.5
Elmo3	invariant	ChromHMM_ActiveEnhancer	50	4399	871251
Elmo3	invariant	K27ac_ChIP	43	1910.5	555320.5
Elmo3	invariant	P60	2	163276.5	280416
Elmod1	invariant	ChromHMM_ActiveEnhancer	16	2801	1111349
Elmod1	invariant	K27ac_ChIP	24	646.5	1265753
Elmod1	invariant	P60	2	645063	1022066
Elmod3	invariant	ChromHMM_ActiveEnhancer	71	4913	796413
Elmod3	invariant	K27ac_ChIP	39	138.5	788083
Elmod3	invariant	P60	2	358364	482628.25
Eloc	invariant	ChromHMM_ActiveEnhancer	55	50542	430858
Eloc	invariant	K27ac_ChIP	18	96.5	476193.5
Elof1	invariant	ChromHMM_ActiveEnhancer	23	22828	491272
Elof1	invariant	K27ac_ChIP	28	40269	565727
Elof1	invariant	P60	3	77604.5	351676
Elovl2	invariant	ChromHMM_ActiveEnhancer	45	31695	1197905
Elovl2	invariant	K27ac_ChIP	18	29364	1569062.25
Elovl2	invariant	P60	1	2032623.5	2032623.5
Elovl4	invariant	ChromHMM_ActiveEnhancer	22	1423	296073
Elovl4	invariant	K27ac_ChIP	13	912.5	358442
Elovl5	invariant	ChromHMM_ActiveEnhancer	20	22136	436314
Elovl5	invariant	K27ac_ChIP	12	37.5	227953.5
Elp1	invariant	ChromHMM_ActiveEnhancer	63	63169	456369
Elp1	invariant	K27ac_ChIP	28	121.5	333900
Elp1	invariant	P60	1	309454	309454
Elp4	DEG_down	ChromHMM_ActiveEnhancer	83	9336	1500064
Elp4	DEG_down	ENCODE	1	223270	223270
Elp4	DEG_down	K27ac_ChIP	34	61.5	1139239.5
Elp4	DEG_down	P60	2	210902.5	867763.5
Elp5	invariant	ChromHMM_ActiveEnhancer	11	275717	1407283
Elp5	invariant	K27ac_ChIP	49	8836	650370
Elp5	invariant	P60	3	572065	885826
Emb	DEG_down	ChromHMM_ActiveEnhancer	48	11264	475664
Emb	DEG_down	K27ac_ChIP	8	12277	423204
Emc3	invariant	ChromHMM_ActiveEnhancer	75	106848	669752
Emc3	invariant	K27ac_ChIP	57	30227.5	631862.5
Emc3	invariant	P60	5	313261.5	598687
Emc6	invariant	ChromHMM_ActiveEnhancer	20	155237	1320663
Emc6	invariant	K27ac_ChIP	29	16029.5	1412615
Emc6	invariant	P60	2	156905	601863
Emc7	invariant	ChromHMM_ActiveEnhancer	68	36803	953653
Emc7	invariant	K27ac_ChIP	23	181.5	1060677.5
Emd	invariant	ChromHMM_ActiveEnhancer	10	76013	606487
Emd	invariant	K27ac_ChIP	26	297	516335.5
Emd	invariant	P60	1	734443.5	734443.5
Emg1	invariant	ChromHMM_ActiveEnhancer	47	28278	1487722
Emg1	invariant	ENCODE	1	1878091.5	1878091.5
Emg1	invariant	K27ac_ChIP	46	18179	1645960
Emg1	invariant	P60	6	46536.5	409465.25
Eml1	DEG_down	ChromHMM_ActiveEnhancer	44	1443	117957
Eml1	DEG_down	K27ac_ChIP	22	1552.5	132935.5
Eml1	DEG_down	P60	2	122206.5	290843.75
Eml4	invariant	ChromHMM_ActiveEnhancer	53	115531	1540169
Eml4	invariant	K27ac_ChIP	15	163375.5	1439874.5
Eml5	invariant	ChromHMM_ActiveEnhancer	95	59616	784416
Eml5	invariant	K27ac_ChIP	62	1202.5	573644
Eml5	invariant	P60	4	363061.5	415282.5
Emp2	invariant	ChromHMM_ActiveEnhancer	74	197232	765332
Emp2	invariant	K27ac_ChIP	35	133490	545562
Emp2	invariant	P60	2	321753	368743.5
Emsy	invariant	ChromHMM_ActiveEnhancer	45	179583	758517
Emsy	invariant	K27ac_ChIP	35	383	909137.5
Emsy	invariant	P60	1	1240480.5	1240480.5
Emx1	DEG_up	ChromHMM_ActiveEnhancer	42	50338	848362
Emx1	DEG_up	K27ac_ChIP	48	49848	1319236.25
Emx1	DEG_up	P60	5	324763.5	1698877
En1	DEG_down	ChromHMM_ActiveEnhancer	30	459618	1000382
En1	DEG_down	K27ac_ChIP	9	2366	725144.5
Enah	DEG_up	ChromHMM_ActiveEnhancer	50	90810	1320640
Enah	DEG_up	K27ac_ChIP	33	104923	1241825.5
Enah	DEG_up	P60	1	1510686	1510686
Enc1	invariant	ChromHMM_ActiveEnhancer	28	35505	1220455
Enc1	invariant	K27ac_ChIP	15	103207.5	1065688.5
Endod1	invariant	ChromHMM_ActiveEnhancer	41	1593	736707
Endod1	invariant	K27ac_ChIP	18	1472.5	722435
Endod1	invariant	P60	2	772433.5	792635.25
Endov	invariant	ChromHMM_ActiveEnhancer	26	59953	788447
Endov	invariant	ENCODE	1	620917.5	620917.5
Endov	invariant	K27ac_ChIP	67	24951.5	610152.5
Endov	invariant	P60	10	39787.5	544922.5
Eng	invariant	ChromHMM_ActiveEnhancer	48	63095	753655
Eng	invariant	ENCODE	1	306562.5	306562.5
Eng	invariant	K27ac_ChIP	74	14065.5	492226
Eng	invariant	P60	8	50303	561570.75
Eno1	invariant	ChromHMM_ActiveEnhancer	37	3479	817821
Eno1	invariant	K27ac_ChIP	47	428.5	791040.5
Eno1	invariant	P60	7	244302.5	854782
Eno3	invariant	ChromHMM_ActiveEnhancer	12	71902	1172048
Eno3	invariant	K27ac_ChIP	53	12065.5	1260820.5
Eno3	invariant	P60	4	1246750	1516762.5
Enoph1	DEG_down	ChromHMM_ActiveEnhancer	18	15485	470385
Enoph1	DEG_down	K27ac_ChIP	13	1257	806031.5
Enoph1	DEG_down	P60	1	1849821	1849821
Enox1	invariant	ChromHMM_ActiveEnhancer	101	7237	623063
Enox1	invariant	K27ac_ChIP	22	459.5	873376.75
Enox1	invariant	P60	1	1985997	1985997
Enox2	DEG_down	ChromHMM_ActiveEnhancer	23	174959	1194159
Enox2	DEG_down	K27ac_ChIP	10	14922.5	1110951.5
Enpp4	invariant	ChromHMM_ActiveEnhancer	42	265509	1681959
Enpp4	invariant	K27ac_ChIP	26	227	1440672.75
Enpp4	invariant	P60	2	1413436.5	1428368
Enpp5	invariant	ChromHMM_ActiveEnhancer	43	238513	1683413
Enpp5	invariant	K27ac_ChIP	26	353	1467668.75
Enpp5	invariant	P60	2	1440432.5	1455364
Ensa	invariant	ChromHMM_ActiveEnhancer	27	75389	1152111
Ensa	invariant	K27ac_ChIP	36	193340.5	583737.5
Ensa	invariant	P60	2	346350.5	365792.5
Entpd3	DEG_up	ChromHMM_ActiveEnhancer	50	43082	905832
Entpd3	DEG_up	ENCODE	1	1497393	1497393
Entpd3	DEG_up	K27ac_ChIP	41	46463.5	1137456.5
Entpd3	DEG_up	P60	3	832197.5	1502309.5
Entpd7	DEG_down	ChromHMM_ActiveEnhancer	33	18472	1419572
Entpd7	DEG_down	K27ac_ChIP	35	309.5	1317108
Entpd7	DEG_down	P60	5	228333	708705.5
Entrep2	DEG_up	ChromHMM_ActiveEnhancer	62	60570	996120
Entrep2	DEG_up	ENCODE	1	1243594.5	1243594.5
Entrep2	DEG_up	K27ac_ChIP	47	428468	1219497.5
Entrep2	DEG_up	P60	4	530733.5	921238.25
Entrep3	invariant	ChromHMM_ActiveEnhancer	25	553643	958043
Entrep3	invariant	ENCODE	1	1034867	1034867
Entrep3	invariant	K27ac_ChIP	49	839	777697
Entrep3	invariant	P60	4	563191	994137.25
Eny2	invariant	ChromHMM_ActiveEnhancer	48	4442	333558
Eny2	invariant	K27ac_ChIP	17	314	283589
Eny2	invariant	P60	1	266328	266328
Eomes	DEG_down	ChromHMM_ActiveEnhancer	20	13712	882438
Eomes	DEG_down	K27ac_ChIP	14	841.5	505014.5
Epas1	invariant	ChromHMM_ActiveEnhancer	91	102000	570800
Epas1	invariant	K27ac_ChIP	47	307863.5	720479.5
Epas1	invariant	P60	6	506510	802784
Epb41l1	invariant	ChromHMM_ActiveEnhancer	61	39991	1004991
Epb41l1	invariant	ENCODE	2	623984	627605.5
Epb41l1	invariant	K27ac_ChIP	57	56334	634112.5
Epb41l1	invariant	P60	4	60174	638101.5
Epb41l4a	invariant	ChromHMM_ActiveEnhancer	75	99166	1262634
Epb41l4a	invariant	ENCODE	1	1846008.5	1846008.5
Epb41l4a	invariant	K27ac_ChIP	71	214095	1044963.5
Epb41l4a	invariant	P60	8	239830	947644.75
Epb41l4b	invariant	ChromHMM_ActiveEnhancer	62	5537	161000
Epb41l4b	invariant	K27ac_ChIP	30	2633.5	189685.25
Epb41l4b	invariant	P60	1	31652	31652
Epb41l5	invariant	ChromHMM_ActiveEnhancer	36	1600	821900
Epb41l5	invariant	K27ac_ChIP	13	144428	955784
Epc2	invariant	ChromHMM_ActiveEnhancer	50	3386	225064
Epc2	invariant	K27ac_ChIP	24	1180	222907.75
Epc2	invariant	P60	2	205592.5	244469
Epdr1	invariant	ChromHMM_ActiveEnhancer	91	573	841873
Epdr1	invariant	K27ac_ChIP	41	518.5	892260
Epdr1	invariant	P60	1	914486.5	914486.5
Epg5	invariant	ChromHMM_ActiveEnhancer	50	11235	862885
Epg5	invariant	ENCODE	1	707987.5	707987.5
Epg5	invariant	K27ac_ChIP	27	680882	864125
Epg5	invariant	P60	2	719439	906653
Epha1	invariant	ChromHMM_ActiveEnhancer	62	7632	1026382
Epha1	invariant	K27ac_ChIP	25	650	960089.5
Epha1	invariant	P60	2	33409	992968.25
Epha3	DEG_down	ChromHMM_ActiveEnhancer	53	3275	239075
Epha3	DEG_down	K27ac_ChIP	17	92	772386.5
Epha5	DEG_up	ChromHMM_ActiveEnhancer	4	1154418	1887868
Epha5	DEG_up	K27ac_ChIP	3	1648093.5	1755236.5
Epha6	invariant	ChromHMM_ActiveEnhancer	6	649131	955150
Epha6	invariant	K27ac_ChIP	3	966037	1877297.5
Epha7	DEG_down	ChromHMM_ActiveEnhancer	22	3969	1311331
Epha7	DEG_down	K27ac_ChIP	6	1444.5	1318270.5
Epha8	DEG_down	ChromHMM_ActiveEnhancer	35	24484	333584
Epha8	DEG_down	K27ac_ChIP	43	1934.5	747394.5
Epha8	DEG_down	P60	4	72371.5	845514
Epm2a	invariant	ChromHMM_ActiveEnhancer	86	34896	654200
Epm2a	invariant	K27ac_ChIP	24	1152.5	502237.5
Epm2a	invariant	P60	1	280159.5	280159.5
Epn2	invariant	ChromHMM_ActiveEnhancer	19	6387	1210987
Epn2	invariant	K27ac_ChIP	64	386.5	553100.75
Epn2	invariant	P60	6	32113.5	399114.25
Epo	invariant	ChromHMM_ActiveEnhancer	19	98158	1367142
Epo	invariant	K27ac_ChIP	32	1492	1547404.25
Epo	invariant	P60	6	6792	1576262
Eps15	invariant	ChromHMM_ActiveEnhancer	34	54868	1156268
Eps15	invariant	K27ac_ChIP	14	123731.5	740650.5
Eps15	invariant	P60	1	1456153.5	1456153.5
Eps15l1	invariant	ChromHMM_ActiveEnhancer	52	40460	885050
Eps15l1	invariant	ENCODE	1	2006194	2006194
Eps15l1	invariant	K27ac_ChIP	35	77.5	957251.5
Eps15l1	invariant	P60	4	752002	1779152.75
Erbb2	invariant	ChromHMM_ActiveEnhancer	15	42170	589370
Erbb2	invariant	ENCODE	1	875965	875965
Erbb2	invariant	K27ac_ChIP	53	28068.5	726619.5
Erbb2	invariant	P60	8	84159.5	921325.25
Erbb3	invariant	ChromHMM_ActiveEnhancer	31	149152	1051652
Erbb3	invariant	K27ac_ChIP	49	41183	506365.5
Erbb3	invariant	P60	7	307569.5	1087724
Erbb4	DEG_down	ChromHMM_ActiveEnhancer	18	33959	216609
Erbb4	DEG_down	K27ac_ChIP	3	985.5	483489
Erbin	invariant	ChromHMM_ActiveEnhancer	52	142286	1044986
Erbin	invariant	K27ac_ChIP	16	142470	867993
Ercc1	invariant	ChromHMM_ActiveEnhancer	5	48778	187178
Ercc1	invariant	K27ac_ChIP	10	116262	224874.25
Ercc3	invariant	ChromHMM_ActiveEnhancer	72	144600	1192000
Ercc3	invariant	K27ac_ChIP	48	13138.5	892660
Ercc3	invariant	P60	5	161032.5	906898
Ercc6	invariant	ChromHMM_ActiveEnhancer	61	15479	1125621
Ercc6	invariant	K27ac_ChIP	38	169661.5	1097431.75
Ercc6	invariant	P60	2	489068.5	796822.75
Ercc8	DEG_down	ChromHMM_ActiveEnhancer	141	2531	1361869
Ercc8	DEG_down	K27ac_ChIP	29	6583.5	1120273
Erg	invariant	ChromHMM_ActiveEnhancer	76	31807	708243
Erg	invariant	K27ac_ChIP	30	116677.5	1086645
Erg	invariant	P60	2	1284322.5	1571837
Erg28	invariant	ChromHMM_ActiveEnhancer	69	35250	978650
Erg28	invariant	K27ac_ChIP	58	545.5	1008397.5
Erg28	invariant	P60	7	875474	1058610
Ergic1	invariant	ChromHMM_ActiveEnhancer	27	34811	1160211
Ergic1	invariant	ENCODE	1	912467	912467
Ergic1	invariant	K27ac_ChIP	69	1007	898495.5
Ergic1	invariant	P60	7	45850.5	521983
Erh	invariant	ChromHMM_ActiveEnhancer	57	43359	1104759
Erh	invariant	K27ac_ChIP	35	63057	688987
Erh	invariant	P60	2	187537.5	927992.75
Eri1	invariant	ChromHMM_ActiveEnhancer	93	41296	614404
Eri1	invariant	K27ac_ChIP	44	41225	889175
Eri1	invariant	P60	3	445601.5	604767
Eri2	invariant	ChromHMM_ActiveEnhancer	26	802358	1016458
Eri2	invariant	K27ac_ChIP	11	67623	1049363.5
Eri2	invariant	P60	2	1060516	1298568.5
Eri3	invariant	ChromHMM_ActiveEnhancer	13	54335	447335
Eri3	invariant	K27ac_ChIP	32	55691	677774.75
Eri3	invariant	P60	5	360523.5	1330773.5
Erich1	DEG_down	ChromHMM_ActiveEnhancer	50	392301	901449
Erich1	DEG_down	K27ac_ChIP	39	182436	937564.5
Erich1	DEG_down	P60	4	444454	1011160
Erich3	DEG_down	ChromHMM_ActiveEnhancer	42	1541	1061109
Erich3	DEG_down	K27ac_ChIP	15	570	1001532
Erich3	DEG_down	P60	1	1899172.5	1899172.5
Erich5	invariant	ChromHMM_ActiveEnhancer	54	86795	1463045
Erich5	invariant	K27ac_ChIP	19	86487	1452734.5
Erlin2	invariant	ChromHMM_ActiveEnhancer	41	41861	593361
Erlin2	invariant	K27ac_ChIP	27	19960	1269272
Erlin2	invariant	P60	1	1488536.5	1488536.5
Ermard	invariant	ChromHMM_ActiveEnhancer	27	47108	1336508
Ermard	invariant	ENCODE	1	1489308	1489308
Ermard	invariant	K27ac_ChIP	14	212.5	394145.5
Ermn	invariant	ChromHMM_ActiveEnhancer	179	2936	1135536
Ermn	invariant	K27ac_ChIP	51	81252	1157590.5
Ermn	invariant	P60	2	1145661	1372277.75
Ern1	invariant	ChromHMM_ActiveEnhancer	19	81248	804448
Ern1	invariant	K27ac_ChIP	16	80575	331678.75
Ern1	invariant	P60	3	210180	321029
Erp29	invariant	ChromHMM_ActiveEnhancer	18	343206	1188350
Erp29	invariant	K27ac_ChIP	48	90484.5	873249.75
Erp29	invariant	P60	10	205107.5	775065.25
Esam	DEG_down	ChromHMM_ActiveEnhancer	16	1222	476178
Esam	DEG_down	K27ac_ChIP	14	2195.5	519132.25
Esd	invariant	ChromHMM_ActiveEnhancer	65	90603	1307197
Esd	invariant	K27ac_ChIP	19	73.5	1349275.5
Esd	invariant	P60	1	1353478	1353478
Esf1	invariant	ChromHMM_ActiveEnhancer	135	231936	1195164
Esf1	invariant	K27ac_ChIP	35	269.5	893382
Esf1	invariant	P60	3	801824	891775.5
Espn	invariant	ChromHMM_ActiveEnhancer	30	32029	1118950
Espn	invariant	K27ac_ChIP	39	26561	1023038
Espn	invariant	P60	5	79530	1018080
Espnl	DEG_up	ChromHMM_ActiveEnhancer	46	25	1125975
Espnl	DEG_up	K27ac_ChIP	35	45052	1697478.5
Espnl	DEG_up	P60	2	1754073	1756755.25
Esr1	invariant	ChromHMM_ActiveEnhancer	48	267093	606557
Esr1	invariant	K27ac_ChIP	29	223104	638320
Esr1	invariant	P60	2	571728.5	734141.75
Esrra	invariant	ChromHMM_ActiveEnhancer	16	169287	296837
Esrra	invariant	ENCODE	2	387154	504018
Esrra	invariant	K27ac_ChIP	72	135	626413
Esrra	invariant	P60	6	23571.5	521393.25
Esrrg	DEG_down	ChromHMM_ActiveEnhancer	17	41609	1455009
Esrrg	DEG_down	K27ac_ChIP	5	393009.5	859493.5
Ess2	invariant	ChromHMM_ActiveEnhancer	40	31448	424200
Ess2	invariant	ENCODE	1	227567.5	227567.5
Ess2	invariant	K27ac_ChIP	46	10083	330116.75
Ess2	invariant	P60	4	80603.5	246097.5
Esyt1	DEG_up	ChromHMM_ActiveEnhancer	33	85371	1034971
Esyt1	DEG_up	K27ac_ChIP	48	527.5	438007.75
Esyt1	DEG_up	P60	7	243788.5	1023943
Esyt3	invariant	ChromHMM_ActiveEnhancer	26	38782	359318
Esyt3	invariant	K27ac_ChIP	14	77589	1150434.75
Esyt3	invariant	P60	1	1105364.5	1105364.5
Etfdh	invariant	ChromHMM_ActiveEnhancer	65	41763	409663
Etfdh	invariant	K27ac_ChIP	19	313	435853.5
Etfdh	invariant	P60	1	91519	91519
Etfrf1	invariant	ChromHMM_ActiveEnhancer	43	29766	757366
Etfrf1	invariant	K27ac_ChIP	17	204	1367197.5
Etfrf1	invariant	P60	1	651786	651786
Etl4	invariant	ChromHMM_ActiveEnhancer	56	206480	1356220
Etl4	invariant	K27ac_ChIP	25	252479.5	1143070.5
Etl4	invariant	P60	1	1024756	1024756
Etnk1	invariant	ChromHMM_ActiveEnhancer	40	8979	246550
Etnk1	invariant	K27ac_ChIP	9	473.5	299460.5
Ets2	DEG_down	ChromHMM_ActiveEnhancer	77	57725	828875
Ets2	DEG_down	K27ac_ChIP	28	1195.5	1122290
Ets2	DEG_down	P60	2	1399804.5	1687319
Etv3	invariant	ChromHMM_ActiveEnhancer	66	15693	712600
Etv3	invariant	ENCODE	1	622869	622869
Etv3	invariant	K27ac_ChIP	47	423.5	911346.5
Etv3	invariant	P60	3	631188.5	696009
Etv4	invariant	ChromHMM_ActiveEnhancer	8	53929	738250
Etv4	invariant	K27ac_ChIP	47	198748	775684
Etv4	invariant	P60	12	130766.5	607008.5
Evi5	invariant	ChromHMM_ActiveEnhancer	29	89193	657607
Evi5	invariant	K27ac_ChIP	38	47856	764175.5
Evi5	invariant	P60	1	1416354.5	1416354.5
Exoc1	invariant	ChromHMM_ActiveEnhancer	10	228011	1674861
Exoc1	invariant	K27ac_ChIP	9	224664.5	445522
Exoc3l	DEG_down	ChromHMM_ActiveEnhancer	50	13899	861751
Exoc3l	DEG_down	K27ac_ChIP	43	936.5	564820.5
Exoc3l	DEG_down	P60	2	172776.5	289916
Exoc6	invariant	ChromHMM_ActiveEnhancer	25	31221	680979
Exoc6	invariant	K27ac_ChIP	15	313551	703282
Exog	invariant	ChromHMM_ActiveEnhancer	38	19043	1246207
Exog	invariant	K27ac_ChIP	30	42581.5	1696878.5
Exog	invariant	P60	1	1927072.5	1927072.5
Exosc1	invariant	ChromHMM_ActiveEnhancer	42	75477	1450473
Exosc1	invariant	K27ac_ChIP	31	85797	1461252
Exosc1	invariant	P60	2	330207	929061.5
Exosc2	invariant	ChromHMM_ActiveEnhancer	45	132285	1417085
Exosc2	invariant	ENCODE	1	669317.5	669317.5
Exosc2	invariant	K27ac_ChIP	82	17820.5	960306
Exosc2	invariant	P60	12	409400.5	1059574.25
Exosc3	invariant	ChromHMM_ActiveEnhancer	103	287132	1419768
Exosc3	invariant	K27ac_ChIP	41	500	1258581
Exosc3	invariant	P60	4	735515	1458573
Exosc4	invariant	ChromHMM_ActiveEnhancer	34	78197	1410797
Exosc4	invariant	ENCODE	1	1482147	1482147
Exosc4	invariant	K27ac_ChIP	65	16804.5	752839
Exosc4	invariant	P60	5	62991	193140.5
Exosc7	invariant	ChromHMM_ActiveEnhancer	32	172385	1087615
Exosc7	invariant	ENCODE	1	1076004	1076004
Exosc7	invariant	K27ac_ChIP	39	272090.5	1290243
Exosc7	invariant	P60	3	969325	1071087.5
Exosc8	invariant	ChromHMM_ActiveEnhancer	72	40907	1131150
Exosc8	invariant	K27ac_ChIP	45	80	1138072
Exosc8	invariant	P60	4	743139	1317382
Exosc9	invariant	ChromHMM_ActiveEnhancer	27	63906	1172594
Exosc9	invariant	K27ac_ChIP	16	371	959504
Exph5	invariant	ChromHMM_ActiveEnhancer	11	12030	1328330
Exph5	invariant	K27ac_ChIP	17	348.5	1133708
Exph5	invariant	P60	1	28568	28568
Ext1	DEG_down	ChromHMM_ActiveEnhancer	80	1641	343741
Ext1	DEG_down	K27ac_ChIP	16	1358.5	594422.75
Ext2	invariant	ChromHMM_ActiveEnhancer	111	10668	623668
Ext2	invariant	ENCODE	1	1413136.5	1413136.5
Ext2	invariant	K27ac_ChIP	59	1040.5	708736
Ext2	invariant	P60	6	32710	746452.75
Extl1	DEG_up	ChromHMM_ActiveEnhancer	15	208050	570850
Extl1	DEG_up	K27ac_ChIP	48	66819.5	674486.75
Extl1	DEG_up	P60	6	113545	437269.5
Extl3	invariant	ChromHMM_ActiveEnhancer	77	2645	1040545
Extl3	invariant	ENCODE	1	998926	998926
Extl3	invariant	K27ac_ChIP	63	112359.5	985825.5
Extl3	invariant	P60	4	559282.5	905421
Eya2	DEG_down	ChromHMM_ActiveEnhancer	60	33068	1480968
Eya2	DEG_down	ENCODE	2	277451.5	1073762.5
Eya2	DEG_down	K27ac_ChIP	65	38368	1524260
Eya2	DEG_down	P60	5	284354.5	1725939.5
Eya3	invariant	ChromHMM_ActiveEnhancer	27	364513	1394787
Eya3	invariant	K27ac_ChIP	48	105705	1134215
Eya3	invariant	P60	7	421666.5	1248668.5
Eya4	invariant	ChromHMM_ActiveEnhancer	62	43814	1438536
Eya4	invariant	K27ac_ChIP	24	436075.5	1420125
Eya4	invariant	P60	2	1467409.5	1572452
Ezh1	invariant	ChromHMM_ActiveEnhancer	8	435463	786100
Ezh1	invariant	K27ac_ChIP	48	35518.5	1110105.25
Ezh1	invariant	P60	12	37005	1049944.25
F630040K05Rik	invariant	ChromHMM_ActiveEnhancer	25	14694	421306
F630040K05Rik	invariant	K27ac_ChIP	34	1414	741792.75
F630040K05Rik	invariant	P60	2	185397.5	200329
Fa2h	DEG_down	ChromHMM_ActiveEnhancer	77	7524	723324
Fa2h	DEG_down	K27ac_ChIP	46	311	614694.75
Fa2h	DEG_down	P60	5	331777.5	506537.5
Fabp5	invariant	ChromHMM_ActiveEnhancer	51	52248	758248
Fabp5	invariant	K27ac_ChIP	24	484.5	1049273.25
Fabp5	invariant	P60	2	1451215	1472191.25
Fads1	invariant	ChromHMM_ActiveEnhancer	6	5712	549912
Fads1	invariant	K27ac_ChIP	28	967	578374.25
Fads1	invariant	P60	4	229624	562088.75
Fads2	invariant	ChromHMM_ActiveEnhancer	6	86854	631054
Fads2	invariant	K27ac_ChIP	28	59630	659516.25
Fads2	invariant	P60	4	310766	643230.75
Fads3	invariant	ChromHMM_ActiveEnhancer	6	147031	691231
Fads3	invariant	K27ac_ChIP	28	547	719693.25
Fads3	invariant	P60	4	370943	703407.75
Fah	invariant	ChromHMM_ActiveEnhancer	34	2022	728622
Fah	invariant	K27ac_ChIP	19	1029.5	871714
Fah	invariant	P60	1	876576	876576
Fahd2a	invariant	ChromHMM_ActiveEnhancer	43	10065	278235
Fahd2a	invariant	K27ac_ChIP	20	62632.5	625467.25
Fahd2a	invariant	P60	1	82446	82446
Fam107a	invariant	ChromHMM_ActiveEnhancer	36	7977	298123
Fam107a	invariant	K27ac_ChIP	24	92513.5	292365.75
Fam107b	DEG_down	ChromHMM_ActiveEnhancer	60	2512	398088
Fam107b	DEG_down	K27ac_ChIP	15	19666.5	176437
Fam107b	DEG_down	P60	1	174415.5	174415.5
Fam110b	DEG_down	ChromHMM_ActiveEnhancer	58	2010	764310
Fam110b	DEG_down	K27ac_ChIP	21	81002	784297.5
Fam110b	DEG_down	P60	1	783968.5	783968.5
Fam111a	invariant	ChromHMM_ActiveEnhancer	8	57440	1216900
Fam111a	invariant	K27ac_ChIP	18	44826	1758728
Fam111a	invariant	P60	3	1677292.5	1766198.5
Fam114a2	invariant	ChromHMM_ActiveEnhancer	5	42917	548283
Fam114a2	invariant	K27ac_ChIP	12	444478.5	694960.25
Fam114a2	invariant	P60	1	1437180	1437180
Fam117a	invariant	ChromHMM_ActiveEnhancer	9	853318	1724918
Fam117a	invariant	K27ac_ChIP	43	56021	1176886.5
Fam117a	invariant	P60	6	60906	1149787.5
Fam117b	DEG_up	ChromHMM_ActiveEnhancer	61	14394	525106
Fam117b	DEG_up	K27ac_ChIP	33	148959.5	676066.5
Fam117b	DEG_up	P60	3	433359.5	519556
Fam118a	invariant	ChromHMM_ActiveEnhancer	53	47048	1083952
Fam118a	invariant	ENCODE	1	649283	649283
Fam118a	invariant	K27ac_ChIP	40	8550	878741.25
Fam118a	invariant	P60	4	625786	1104815.75
Fam118b	invariant	ChromHMM_ActiveEnhancer	61	44895	407505
Fam118b	invariant	K27ac_ChIP	31	45344.5	385503
Fam118b	invariant	P60	2	70449	199509.25
Fam120a	invariant	ChromHMM_ActiveEnhancer	35	33883	202083
Fam120a	invariant	K27ac_ChIP	35	1423	153323
Fam120a	invariant	P60	2	104792.5	121914.5
Fam120c	invariant	ChromHMM_ActiveEnhancer	16	77525	737750
Fam120c	invariant	K27ac_ChIP	19	519.5	858152.5
Fam120c	invariant	P60	1	828894.5	828894.5
Fam124a	DEG_down	ChromHMM_ActiveEnhancer	86	52063	1247413
Fam124a	DEG_down	ENCODE	1	1595192	1595192
Fam124a	DEG_down	K27ac_ChIP	64	67705.5	1552630.75
Fam124a	DEG_down	P60	3	1197388	1594235
Fam131b	invariant	ChromHMM_ActiveEnhancer	62	3543	1075007
Fam131b	invariant	K27ac_ChIP	26	1812.5	1010831
Fam131b	invariant	P60	2	15216	959559.25
Fam135a	DEG_down	ChromHMM_ActiveEnhancer	127	3441	985559
Fam135a	DEG_down	K27ac_ChIP	50	1525.5	914258.5
Fam135a	DEG_down	P60	2	1303620.5	1386935.25
Fam135b	DEG_up	ChromHMM_ActiveEnhancer	68	20438	935762
Fam135b	DEG_up	K27ac_ChIP	29	125	942349.5
Fam135b	DEG_up	P60	1	932067	932067
