gene_id	enriched_in	symbol
380629	Mutant	Heca
52906	Mutant	Ahi1
319887	Mutant	E030030I06Rik
100038752	Mutant	Gm10825
494546	Mutant	Taar8c
503558	Mutant	Taar9
53331	Mutant	Stx7
18605	Mutant	Enpp1
209558	Mutant	Enpp3
77220	Mutant	Tmem200a
73910	Mutant	Arhgap18
19272	Mutant	Ptprk
210757	Mutant	Themis
432450	Mutant	Nkain2
215928	Mutant	Mfsd4b5
12142	Mutant	Prdm1
66686	Mutant	Dcbld1
103080	Mutant	Septin10
216001	Mutant	Micu1
216033	Mutant	Ctnna3
216049	Mutant	Zfp365
69288	Mutant	Rhobtb1
333669	Mutant	Gm5134
100169878	Mutant	Gm10941
80294	Mutant	Pofut2
21830	Mutant	Spmap2
109284	Mutant	R3hdm4
114229	Mutant	Kiss1r
13496	Mutant	Arid3a
114606	Mutant	Tle6
268319	Mutant	BC025920
100233208	Mutant	Gm10778
70615	Mutant	Ankrd24
331188	Mutant	Zfp781b
73610	Mutant	Zfp433
20186	Mutant	Nr1h4
11783	Mutant	Apaf1
17022	Mutant	Lum
13516	Mutant	Epyc
667438	Mutant	Gm8633
100043224	Mutant	Alyreffm4
100043231	Mutant	Alyreffm6
100043247	Mutant	Alyreffm9
67569	Mutant	Mgat4c
103098	Mutant	Slc6a15
637578	Mutant	Alyreffm15
380660	Mutant	Acss3
17931	Mutant	Ppp1r12a
20979	Mutant	Syt1
73690	Mutant	Glipr1
353025	Mutant	Caps2
268345	Mutant	Kcnc2
14160	Mutant	Lgr5
327826	Mutant	Frs2
74053	Mutant	Grip1
117600	Mutant	Srgap1
268354	Mutant	Tafa2
259165	Mutant	Or6c70
193670	Mutant	Rnf185
71523	Mutant	8430429K09Rik
103710	Mutant	Slc35e4
21452	Mutant	Tcn2
319939	Mutant	Tns3
53604	Mutant	Zpbp
12808	Mutant	Cobl
211739	Mutant	Vstm2a
17268	Mutant	Meis1
114716	Mutant	Spred2
67245	Mutant	Peli1
216560	Mutant	Wdpcp
70626	Mutant	5730522E02Rik
67030	Mutant	Fancl
216613	Mutant	Ccdc85a
75572	Mutant	Acyp2
65257	Mutant	Asb3
66753	Mutant	Erlec1
66011	Mutant	Ranbp17
70357	Mutant	Kcnip1
23964	Mutant	Tenm2
11548	Mutant	Adra1b
11492	Mutant	Adam19
214112	Mutant	Nipal4
432552	Mutant	Garin3
24052	Mutant	Sgcd
27274	Mutant	Zfp354b
15384	Mutant	Hnrnpab
72947	Mutant	Phykpl
52626	Mutant	Cdkn2aipnl
213084	Mutant	Cdkl3
19052	Mutant	Ppp2ca
320027	Mutant	Fstl4
216742	Mutant	Fnip1
72729	Mutant	Cdc42se2
14778	Mutant	Gpx3
57783	Mutant	Tnip1
70163	Mutant	Lypd8
216795	Mutant	Wnt9a
22416	Mutant	Wnt3a
216810	Mutant	Tom1l2
74665	Mutant	Drc3
24082	Mutant	Map2k3os
26397	Mutant	Map2k3
20185	Mutant	Ncor1
327942	Mutant	Pigl
100093714	Mutant	Gm12296
14457	Mutant	Gas7
77579	Mutant	Myh10
216871	Mutant	Gltpd2
327956	Mutant	Vmo1
75604	Mutant	Tm4sf5
54189	Mutant	Rabep1
67128	Mutant	Ube2g1
258705	Mutant	Or1r1
258701	Mutant	Or3a1b
13447	Mutant	Doc2b
19193	Mutant	Pipox
268451	Mutant	Rab11fip4
52615	Mutant	Suz12
338367	Mutant	Myo1d
11418	Mutant	Asic2
20555	Mutant	Slfn1
20558	Mutant	Slfn4
217031	Mutant	Tada2a
192197	Mutant	Bcas3
11640	Mutant	Akap1
382543	Mutant	Ankfn1
20913	Mutant	Stxbp4
69802	Mutant	Cox11
110172	Mutant	Slc35b1
100141474	Mutant	4933428G20Rik
56013	Mutant	Srcin1
58996	Mutant	Arhgap23
670482	Mutant	Krtap4-20
670496	Mutant	Krtap4-26
69464	Mutant	Krtap4-13
14534	Mutant	Kat2a
19345	Mutant	Rab5c
75482	Mutant	Hspb9
19942	Mutant	Rpl27
217201	Mutant	Rundc1
70110	Mutant	Ifi35
268491	Mutant	Meioc
53859	Mutant	Map3k14
399609	Mutant	C130046K22Rik
56494	Mutant	Gosr2
18195	Mutant	Nsf
52639	Mutant	Wipi1
74008	Mutant	Arsg
208659	Mutant	Fam20a
217294	Mutant	BC006965
20606	Mutant	Sstr2
69806	Mutant	Slc39a11
217302	Mutant	Gpr142
217304	Mutant	Cd300lb
53413	Mutant	Exoc7
67763	Mutant	Prpsap1
217344	Mutant	Rhbdf2
15239	Mutant	Hgs
27376	Mutant	Slc25a10
56282	Mutant	Mrpl12
108903	Mutant	Tbcd
11852	Mutant	Rhob
217431	Mutant	Nol10
100043416	Mutant	Gm4425
66808	Mutant	9030624G23Rik
20135	Mutant	Rrm2
636791	Mutant	Silc1
13487	Mutant	Slc26a3
104836	Mutant	Cbll1
79221	Mutant	Hdac9
17286	Mutant	Meox2
14009	Mutant	Etv1
93757	Mutant	Immp2l
217517	Mutant	Stxbp6
67293	Mutant	3110039M20Rik
328092	Mutant	Dtd2
76826	Mutant	Nubpl
100101806	Mutant	Srp54c
665155	Mutant	Srp54b
338320	Mutant	Mia2
399510	Mutant	Map4k5
71091	Mutant	Cdkl1
74724	Mutant	4930512B01Rik
94090	Mutant	Trim9
208846	Mutant	Daam1
380765	Mutant	D830013O20Rik
625098	Mutant	Slc38a6
238271	Mutant	Kcnh5
80837	Mutant	Rhoj
19363	Mutant	Rad51b
110893	Mutant	Slc8a3
69792	Mutant	Med6
50779	Mutant	Rgs6
70127	Mutant	Dpf3
320244	Mutant	Ttll5
100039087	Mutant	Gm2042
100039315	Mutant	Pramel51
18191	Mutant	Nrxn3
75216	Mutant	Cep128
22095	Mutant	Tshr
20338	Mutant	Sel1l
72258	Mutant	Kcnk10
76260	Mutant	Ttc8
71375	Mutant	Foxn3
104884	Mutant	Tdp1
78767	Mutant	Efcab11
217843	Mutant	Unc79
212073	Mutant	Syne3
58208	Mutant	Bcl11b
26931	Mutant	Ppp2r5c
15519	Mutant	Hsp90aa1
102466989	Mutant	Mir6940
217882	Mutant	Cep170b
56220	Mutant	Zfp386
217944	Mutant	Rapgef5
238455	Mutant	Macc1
105349	Mutant	Akr1c18
217980	Mutant	Larp4b
12671	Mutant	Chrm3
20191	Mutant	Ryr2
14634	Mutant	Gli3
218038	Mutant	Amph
171253	Mutant	Vmn1r215
107970	Mutant	H1f6
15216	Mutant	Hfe
319155	Mutant	H4c3
68024	Mutant	H2bc4
218165	Mutant	Ofcc1
108934	Mutant	Smim13
16468	Mutant	Jarid2
320315	Mutant	A330048O09Rik
75050	Mutant	Kif27
70153	Mutant	Qng1
67269	Mutant	Agtpbp1
71508	Mutant	Zfp935
77117	Mutant	Zfp934
14121	Mutant	Fbp1
66631	Mutant	Mfsd14b
218311	Mutant	Zfp455
102637366	Mutant	Krbox5
320163	Mutant	4930525G20Rik
210044	Mutant	Adcy2
21752	Mutant	Tert
72293	Mutant	Nkd2
105246	Mutant	Brd9
71164	Mutant	Zdhhc11
192657	Mutant	Ell2
218343	Mutant	Skic3
77041	Mutant	Arsk
72371	Mutant	2210408I21Rik
68675	Mutant	Arb2a
17260	Mutant	Mef2c
11774	Mutant	Ap3b1
544963	Mutant	Iqgap2
625662	Mutant	Ankrd31
218476	Mutant	Gcnt4
320557	Mutant	Fam169a
110596	Mutant	Arhgef28
18708	Mutant	Pik3r1
59079	Mutant	Erbin
238871	Mutant	Pde4d
73274	Mutant	Gpbp1
77318	Mutant	Ankrd55
76720	Mutant	1700084D21Rik
70917	Mutant	4921509O07Rik
109700	Mutant	Itga1
15165	Mutant	Hcn1
56838	Mutant	Ccl28
633640	Mutant	Tmem267
100861753	Mutant	Anxa2r1
100040671	Mutant	Gm2897
320333	Mutant	D830030K20Rik
544990	Mutant	Gm5795
100040852	Mutant	Gm3002
108978	Mutant	4930555G01Rik
100038847	Mutant	Gm10406
545013	Mutant	Gm5797
100041874	Mutant	Gm3558
74430	Mutant	Cfap20dc
14198	Mutant	Fhit
21834	Mutant	Thrb
16529	Mutant	Kcnk5
67509	Mutant	Saysd1
238988	Mutant	Erc2
100041722	Mutant	1700049E17Rik2
100042055	Mutant	Gm10377
606497	Mutant	Otx2os1
67419	Mutant	Armh4
546611	Mutant	Klhl33
434459	Mutant	Gm5622
102632039	Mutant	Gm30214
629059	Mutant	Fam124a
19229	Mutant	Ptk2b
66854	Mutant	Trim35
69303	Mutant	1700001G11Rik
20855	Mutant	Stc1
13709	Mutant	Elf1
22380	Mutant	Wbp4
380924	Mutant	Olfm4
16597	Mutant	Klf12
105439	Mutant	Slain1
70898	Mutant	Slain1os
73631	Mutant	1700128A07Rik
76965	Mutant	Slitrk1
338370	Mutant	Nalcn
545085	Mutant	Wdr70
20512	Mutant	Slc1a3
75568	Mutant	Capsl
268783	Mutant	Mtmr12
68070	Mutant	Pdzd2
320865	Mutant	Cdh18
448987	Mutant	Fbxl7
223435	Mutant	Trio
67434	Mutant	Ankrd33b
75880	Mutant	4930592A05Rik
17181	Mutant	Matn2
77358	Mutant	9430069I07Rik
192190	Mutant	Pkhd1l1
319613	Mutant	Sybu
239420	Mutant	Csmd3
18606	Mutant	Enpp2
432956	Mutant	D030024E09Rik
17869	Mutant	Myc
13196	Mutant	Asap1
11514	Mutant	Adcy8
110862	Mutant	Kcnq3
100503580	Mutant	Gm19782
69700	Mutant	Col22a1
76510	Mutant	Trappc9
14083	Mutant	Ptk2
67038	Mutant	Ly6m
23934	Mutant	Ly6h
223672	Mutant	Apol9a
278679	Mutant	Apol7b
17886	Mutant	Myh9
213988	Mutant	Tnrc6b
223701	Mutant	Mrtfa
328572	Mutant	Ep300
17939	Mutant	Naga
338368	Mutant	Pheta2
69029	Mutant	Smdt1
100504637	Mutant	Gm20324
21411	Mutant	Tcf20
68607	Mutant	Serhl
73826	Mutant	Poldip3
74778	Mutant	Rrp7a
23970	Mutant	Pacsin2
64706	Mutant	Scube1
100502602	Mutant	Gm19277
140557	Mutant	Smc1b
67747	Mutant	Ribc2
19013	Mutant	Ppara
16564	Mutant	Kif21a
26874	Mutant	Abcd2
106042	Mutant	Prickle1
320709	Mutant	Tmem117
69354	Mutant	Slc38a4
56233	Mutant	Hdac7
67739	Mutant	Slc48a1
223881	Mutant	Rnd1
74351	Mutant	Ddx23
11482	Mutant	Acvrl1
208258	Mutant	Ankrd33
74127	Mutant	Krt80
16681	Mutant	Krt2
15423	Mutant	Hoxc4
68015	Mutant	Trap1
11515	Mutant	Adcy9
239706	Mutant	Mettl22
252870	Mutant	Usp7
436336	Mutant	Litafd
52502	Mutant	Carhsp1
50505	Mutant	Ercc4
223989	Mutant	Marf1
67203	Mutant	Nde1
723916	Mutant	Mir484
26413	Mutant	Mapk1
65079	Mutant	Rtn4r
239743	Mutant	Klhl6
224044	Mutant	Cyp2ab1
381038	Mutant	Parl
16644	Mutant	Kng1
239790	Mutant	Ostn
100043102	Mutant	4632428C04Rik
224092	Mutant	Lsg1
224093	Mutant	Fam43a
224111	Mutant	Ubxn7
277203	Mutant	Tm4sf19
171286	Mutant	Slc12a8
545156	Mutant	Kalrn
224132	Mutant	Slc49a4
547253	Mutant	Parp14
15163	Mutant	Hcls1
224139	Mutant	Golgb1
207227	Mutant	Stxbp5l
74197	Mutant	Gtf2e1
85031	Mutant	Pla1a
268890	Mutant	Lsamp
56490	Mutant	Zbtb20
208166	Mutant	Cd200l1
619312	Mutant	G730013B05Rik
68190	Mutant	Dubr
11658	Mutant	Alcam
56277	Mutant	Tmem45a
54613	Mutant	St3gal6
328699	Mutant	Gabrr3
74185	Mutant	Gbe1
67742	Mutant	Samsn1
13052	Mutant	Cxadr
11820	Mutant	App
11504	Mutant	Adamts1
75310	Mutant	4930556C24Rik
26559	Mutant	Hunk
121022	Mutant	Mrps6
110749	Mutant	Chaf1b
56173	Mutant	Cldn14
102633941	Mutant	Gm31641
13876	Mutant	Erg
18546	Mutant	Pcp4
72058	Mutant	Igsf5
13508	Mutant	Dscam
56175	Mutant	Bace2
52793	Mutant	Fam3b
239985	Mutant	Arid1b
224454	Mutant	Zdhhc14
101055731	Mutant	Gm29719
100037282	Mutant	Rsph3b
380608	Mutant	Tagap1
67791	Mutant	6530411M01Rik
635895	Mutant	Gm7168
381062	Mutant	Ermard
66643	Mutant	Lix1
627805	Mutant	Vmn2r108
74149	Mutant	Zfp946
666002	Mutant	Vmn2r114
12018	Mutant	Bak1
474156	Mutant	Zbtb9
70772	Mutant	Ggnbp1
224650	Mutant	Anks1
52020	Mutant	Umodl1
21785	Mutant	Tff2
54194	Mutant	Akap8l
56399	Mutant	Akap8
15002	Mutant	H2-Ob
110696	Mutant	H2-M10.3
258508	Mutant	Or1o4
258831	Mutant	Or12d12
258829	Mutant	Or2n1
258481	Mutant	Or2j3
100861531	Mutant	Rn45s
224792	Mutant	Adgrf5
27226	Mutant	Pla2g7
73504	Mutant	1700071M16Rik
210510	Mutant	Tdrd6
109115	Mutant	Supt3
56738	Mutant	Mocs1
28106	Mutant	Mydgf
66443	Mutant	Tnfaip8l1
50758	Mutant	Fbxl17
381107	Mutant	Tmem232
13823	Mutant	Epb41l3
21815	Mutant	Tgif1
78785	Mutant	Clip4
11682	Mutant	Alk
77889	Mutant	Lbh
381122	Mutant	Capn13
12211	Mutant	Birc6
19106	Mutant	Eif2ak2
53951	Mutant	Gpatch11
625054	Mutant	Gm6548
20662	Mutant	Sos1
320784	Mutant	C230072F16Rik
68027	Mutant	Tmem178
116871	Mutant	Mta3
19043	Mutant	Ppm1b
68531	Mutant	1110020A21Rik
73582	Mutant	Camkmt
18754	Mutant	Prkce
78469	Mutant	Tmem247
17688	Mutant	Msh6
225055	Mutant	Fbxo11
71828	Mutant	Gtf2a1l
18189	Mutant	Nrxn1
71745	Mutant	Cul2
21417	Mutant	Zeb1
75415	Mutant	Arhgap12
74934	Mutant	Odad2
225182	Mutant	Rbbp8
16774	Mutant	Lama3
64291	Mutant	Osbpl1a
225207	Mutant	Zfp521
106931	Mutant	Kctd1
71367	Mutant	Chst9
13510	Mutant	Dsg1a
56515	Mutant	Rnf138
381126	Mutant	Garem1
211961	Mutant	Asxl3
225283	Mutant	Rprd1a
225289	Mutant	AW554918
78058	Mutant	4930578E11Rik
78199	Mutant	4930527G23Rik
19762	Mutant	Rit2
67453	Mutant	Slc25a46
269003	Mutant	Sap130
102465186	Mutant	Mir6361
12326	Mutant	Camk4
53871	Mutant	Pkd2l2
271508	Mutant	Brd8dc
78656	Mutant	Brd8
225372	Mutant	Apbb3
240216	Mutant	E230025N22Rik
24068	Mutant	Sra1
67843	Mutant	Slc35a4
100384868	Mutant	Pcdha4b
103611158	Mutant	Gm38666
103611159	Mutant	Gm38667
71302	Mutant	Arhgap26
72930	Mutant	Ppp2r2b
22240	Mutant	Dpysl3
58916	Mutant	Myot
328949	Mutant	Mcc
626275	Mutant	A930012L18Rik
140492	Mutant	Kcnn2
107003	Mutant	A330093E20Rik
225467	Mutant	Pggt1b
240261	Mutant	Ccdc112
12583	Mutant	Cdo1
102635912	Mutant	C030005K06Rik
106869	Mutant	Tnfaip8
67847	Mutant	Sncaip
70425	Mutant	Csnk1g3
225609	Mutant	Gm9949
100038417	Mutant	Spink13
328971	Mutant	Spink10
667742	Mutant	Piezo2
20451	Mutant	St8sia3
73588	Mutant	St8sia3os
83814	Mutant	Nedd4l
240354	Mutant	Malt1
19434	Mutant	Rax
21413	Mutant	Tcf4
13176	Mutant	Dcc
74453	Mutant	Cfap53
16891	Mutant	Lipg
269037	Mutant	Ctif
207259	Mutant	Zbtb7c
17126	Mutant	Smad2
225742	Mutant	St8sia5
11946	Mutant	Atp5f1a
19201	Mutant	Pstpip2
225745	Mutant	Haus1
27411	Mutant	Slc14a2
50771	Mutant	Atp9b
14427	Mutant	Galr1
240476	Mutant	Zfp407
54607	Mutant	Socs6
20589	Mutant	Ighmbp2
52036	Mutant	Ppp6r3
16973	Mutant	Lrp5
72056	Mutant	1810055G02Rik
17995	Mutant	Ndufv1
19309	Mutant	Pygm
19395	Mutant	Rasgrp2
107227	Mutant	Macrod1
104383	Mutant	Rcor2
13728	Mutant	Mark2
102466781	Mutant	Mir6991
108899	Mutant	Zfta
20168	Mutant	Rtn3
23942	Mutant	Mta2
67160	Mutant	Eef1g
70044	Mutant	Tut1
66514	Mutant	Asrgl1
14319	Mutant	Fth1
24115	Mutant	Best1
170813	Mutant	Ms4a3
225922	Mutant	Oosp2
258231	Mutant	Or5b116
21888	Mutant	Tle4
353211	Mutant	Prune2
18552	Mutant	Pcsk5
13409	Mutant	Tmc1
226016	Mutant	Abhd17b
66206	Mutant	1110059E24Rik
226025	Mutant	Trpm3
67483	Mutant	Cfap95
21873	Mutant	Tjp2
102465114	Mutant	Mir3084-2
240590	Mutant	Dmrt3
226075	Mutant	Glis3
77125	Mutant	Il33
19091	Mutant	Prkg1
208449	Mutant	Sgms1
67188	Mutant	Sgms1os1
67795	Mutant	Rnls
329056	Mutant	A830019P07Rik
208922	Mutant	Cpeb3
74055	Mutant	Plce1
13095	Mutant	Cyp2c29
638988	Mutant	Cyp2c53-ps
13098	Mutant	Cyp2c39
100043108	Mutant	Cyp2c69
71085	Mutant	Arhgap19
72832	Mutant	Crtac1
12234	Mutant	Btrc
18011	Mutant	Neurl1a
76479	Mutant	Smndc1
240672	Mutant	Dusp5
14732	Mutant	Gpam
12369	Mutant	Casp7
226251	Mutant	Ablim1
14585	Mutant	Gfra1
13797	Mutant	Emx2
