gene	mc_diff	hmc_diff	mc_q	hmc_q	combined_effect	n_k119ub_ctrl	n_k119ub_mut	net_k119ub
Sptbn2	0.0123433221969996	-0.0257611764832857	0.0017534494601372	1.56380182926208e-16	0.0381044986802853	0	0	0
Nubp1	0.020182904717673	-0.017911765672248	0.00563620724540807	0.000378688466753977	0.0380946703899211	0	0	0
Dmac2l	0.0219736299741439	-0.016111136995526	0.0011274605572392	0.000510839650915627	0.0380847669696699	0	0	0
Fcer2a	0.0231672376854005	-0.014911920763445	0.0242349525338404	0.0219248913894103	0.0380791584488455	0	0	0
Slc25a27	0.0175349715103817	-0.0205390231924815	8.03013097390757e-06	1.35280343556539e-13	0.0380739947028632	0	0	0
Uchl5	0.0202912390519521	-0.0177775909105485	0.00010231063257575	3.1688183014659e-07	0.0380688299625006	0	0	0
Plcd3	0.0108229833321769	-0.0272324100474962	0.0270762982035367	1.89685361098178e-14	0.0380553933796731	0	0	0
Cdc25b	0.0244495054849142	-0.0135844292803331	0.00110981514052153	0.0122257362335736	0.0380339347652473	0	1	1
Commd6	0.018274971221514	-0.0197562712641462	0.0149697567051957	0.000138472703730391	0.0380312424856602	0	1	1
Mfsd13a	0.0249853528501234	-0.0130379124727619	5.52405255202299e-08	0.000159356663984699	0.0380232653228853	0	0	0
Zfp930	0.0130812438307721	-0.0249359572273408	0.0349738374295753	2.59245579239352e-10	0.0380172010581129	0	1	1
Gtf2f2	0.0159070851729316	-0.0221015535188485	2.18091832377584e-13	5.01292188656509e-44	0.0380086386917801	0	1	1
Mccc2	0.0165941415822997	-0.0213882617629688	1.58915454873519e-10	2.8503850452799e-34	0.0379824033452684	0	0	0
Bicd2	0.0169258776432876	-0.0210479381808638	0.00022542727142597	1.55412294962064e-08	0.0379738158241513	1	0	-1
Tnk2	0.0204714707050373	-0.0175021175885982	6.70257742781867e-05	5.06629914964184e-05	0.0379735882936355	1	1	0
Rbm28	0.0178283052068566	-0.0201354374263596	3.35068172487642e-08	2.50411042024216e-21	0.0379637426332162	1	2	1
Zfp12	0.0159737876193774	-0.0219861938637646	0.000147877816656684	2.2722544597226e-12	0.037959981483142	0	0	0
Snrnp35	0.0198045032068865	-0.0181517853398946	0.0221908438399485	0.00122377059559734	0.0379562885467812	0	0	0
Olfr524	0.0274681954821691	-0.0104770275649868	0.00262306922755932	0.0441058207853835	0.0379452230471558	0	0	0
Rtca	0.0123061050723513	-0.0256374141991393	0.0138170470960492	1.90079298755385e-14	0.0379435192714906	0	0	0
Rras2	0.018031911535999	-0.0199078432767352	1.00200874297581e-08	3.939404955038e-15	0.0379397548127343	1	1	0
Clec16a	0.0149704482511964	-0.0229663597920008	9.80480483181372e-12	4.62890467731437e-41	0.0379368080431972	2	0	-2
Kif22	0.0191480681947821	-0.0187837827708075	0.00194439012020684	1.25257331772621e-06	0.0379318509655896	0	0	0
Slc12a8	0.016655628822161	-0.0212753580816994	2.3889971293814e-16	1.43443129600085e-37	0.0379309869038604	3	3	0
Ttc39c	0.0271030774428549	-0.0108244690801489	9.95074199999085e-34	1.63026229880012e-08	0.0379275465230038	3	3	0
Por	0.0218039521324327	-0.0161169026056134	9.06232184824259e-13	3.22619872706095e-11	0.037920854738046	0	0	0
Zfp11	0.0198525793798561	-0.0180673192819948	2.08017998009865e-05	3.53625664420711e-08	0.0379198986618508	0	0	0
Pdhx	0.0237360078782379	-0.014178742449328	9.70507337901783e-11	6.397072059425e-06	0.037914750327566	2	2	0
Ddx3x	0.0217610044063347	-0.0161450925865448	0.00223713574135137	0.012820803871558	0.0379060969928795	0	0	0
Igsf10	0.0221088757812982	-0.0157804614434171	5.51783169907869e-07	1.20900881735312e-05	0.0378893372247153	1	3	2
Slmap	0.0116140540104016	-0.0262662349531516	5.17760478773247e-06	1.15446920988397e-40	0.0378802889635532	0	0	0
Ipo5	0.0182440301874993	-0.0196234694599347	3.25601997933125e-08	9.82136880062974e-21	0.037867499647434	1	2	1
Ftsj1	0.0220408647517095	-0.0158175869704972	0.0418558886859593	0.000501405666387044	0.0378584517222067	0	0	0
Golga3	0.020677966701433	-0.0171687478829089	4.2111100208287e-12	1.95998452130102e-16	0.0378467145843419	0	0	0
Htt	0.0170028976509918	-0.0208411501833607	3.81040497450004e-14	8.92701676409913e-33	0.0378440478343526	0	0	0
Uba1	0.0208674166148342	-0.0169721662125501	0.0179410651630901	0.00029886964691275	0.0378395828273843	0	0	0
Eif2s3x	0.0223560600137629	-0.0154798280562382	0.0112624857020728	0.0340134309825464	0.037835888070001	0	0	0
Zfp568	0.0174303128187931	-0.0204022310553742	9.92134402559484e-08	1.01160610175616e-22	0.0378325438741673	0	0	0
Asb7	0.0173259288790909	-0.0204995344091443	5.88277058308836e-09	3.13631217608592e-18	0.0378254632882352	0	1	1
Fcho2	0.01622731819314	-0.0215793696630734	3.67643037254973e-09	1.6139963176352e-24	0.0378066878562134	0	0	0
Gm50364	0.0148385581188007	-0.0229464827070854	3.18754601511202e-05	5.12868201668003e-20	0.0377850408258862	0	0	0
Dnpep	0.0202553399089237	-0.0175292291753309	0.00702414696064091	0.00149858406953296	0.0377845690842546	1	1	0
Dgcr2	0.0245746258567489	-0.0131806640825525	9.06776213345704e-11	0.000330292874584743	0.0377552899393014	0	0	0
Kansl1l	0.018756030102609	-0.0189888304760884	6.11495810632817e-11	3.77611667783745e-18	0.0377448605786973	0	0	0
Actr1b	0.0184778505299513	-0.0192641414101839	0.0110874531962716	8.03087965020903e-05	0.0377419919401352	0	0	0
Pacsin3	0.0236232724105806	-0.0141030206936625	0.0312739642912177	0.0425761357615319	0.0377262931042431	1	1	0
N6amt1	0.0249176182851549	-0.0128068494968246	1.37924882852561e-06	0.0025622900572806	0.0377244677819795	1	1	0
Cep97	0.0208848864358376	-0.0168327463317975	3.66482430890832e-11	4.56775514721753e-17	0.0377176327676351	0	1	1
Mpped2	0.0101881825266291	-0.0275285876736085	1.52157126777492e-08	3.33133884506762e-87	0.0377167702002376	3	3	0
Marf1	0.0206806956736275	-0.0170332803168172	1.48230110912143e-08	1.10021530372743e-10	0.0377139759904447	0	0	0
Kctd3	0.0118574974769754	-0.0258433993559842	0.000882885630021138	3.99480916374286e-23	0.0377008968329596	14	9	-5
Hp1bp3	0.0193706830087913	-0.0182851560987287	5.40654072604765e-06	3.21803808195784e-08	0.03765583910752	0	0	0
Zfp354a	0.0216805499859576	-0.0159714903470556	0.00100212588147086	0.000983254280908156	0.0376520403330132	0	0	0
Zfp90	0.020058160559607	-0.0175621062201391	8.59212940859889e-05	3.15940433436755e-05	0.0376202667797461	2	2	0
Sap130	0.0169890706115656	-0.0206149400240934	1.82783777271337e-13	5.00219103884564e-34	0.037604010635659	1	1	0
Nmi	0.0222673542887921	-0.0153190357415715	1.401527962612e-05	0.000300478976438902	0.0375863900303636	0	0	0
Dcaf6	0.0142022527925901	-0.0233758120942416	5.42352563486692e-09	3.98144365313866e-37	0.0375780648868317	1	1	0
Clnk	0.0268288355770543	-0.0107456856839712	3.54207080312805e-46	6.41271599852616e-11	0.0375745212610255	5	28	23
Nudt2	0.021363216976467	-0.0162033249682788	0.000436026876302904	0.00015871928221453	0.0375665419447458	0	0	0
E4f1	0.0185528093893718	-0.0189886002578772	0.000361385711749704	7.06239220861161e-09	0.0375414096472489	0	0	0
Atp6ap2	0.0186137931314182	-0.0189228610013955	0.0178999390184574	2.59849799496826e-05	0.0375366541328137	0	0	0
Pla2g12a	0.0201411602848853	-0.0173939121164674	3.52668152927746e-05	3.60309616760653e-07	0.0375350724013527	0	0	0
Pik3c3	0.0168992054521655	-0.0206230456639578	1.02724511531891e-17	2.65208211166715e-53	0.0375222511161233	4	7	3
Smarcad1	0.0146967320895033	-0.022824255187405	3.94404258337097e-07	6.47973963953819e-24	0.0375209872769083	0	0	0
Ankrd24	0.0251688971088289	-0.0123421141026139	0.000198045375794292	0.00492781152424968	0.0375110112114428	0	0	0
Dnajb11	0.0180108529580246	-0.0194889425175316	4.9536739454772e-05	8.22703745676012e-12	0.0374997954755562	0	0	0
Lyar	0.0183127370021041	-0.0191823502993722	0.00450814063454732	9.19967767164942e-06	0.0374950873014764	0	0	0
Snip1	0.0194992569240402	-0.0179879642275493	0.0128582513995456	0.000344351481367981	0.0374872211515895	0	0	0
Thoc2l	0.0205539541614335	-0.0169265760346126	6.61767095886945e-08	8.48607747016329e-08	0.0374805301960461	0	0	0
Nipsnap1	0.0175580767184043	-0.0198935877623514	0.00250242424272458	3.00732187773841e-07	0.0374516644807557	0	0	0
Spg21	0.0196712596754081	-0.0177565924776153	3.00108121235658e-06	5.99448681923555e-11	0.0374278521530233	0	0	0
Rps14	0.0289780644709581	-0.0084433853768689	1.51777082778419e-09	0.0338980818093617	0.037421449847827	2	1	-1
Ctps	0.0208340041767218	-0.0165802448489699	1.15162032574907e-05	2.59886773301628e-07	0.0374142490256917	0	0	0
Ccser1	0.0154394765008753	-0.0219722367462715	4.26071726555865e-74	1.60573311116168e-237	0.0374117132471468	1	1	0
Snap23	0.0133377152727056	-0.024063086457065	0.00339291962726956	1.72098150596472e-14	0.0374008017297706	0	0	0
Zfp9	0.0160326599558001	-0.0213586572321628	0.0070574925559541	5.47451611514254e-07	0.0373913171879628	0	0	0
Slc35d1	0.0200825198752023	-0.0173086024529112	3.82144349408682e-08	1.47612209268121e-10	0.0373911223281135	0	0	0
Fndc3a	0.0165621225541077	-0.0208289425486321	1.00866047469024e-16	1.87123611001977e-43	0.0373910651027398	4	3	-1
Dcaf13	0.0178003766451899	-0.0195679146792846	0.00898854124616955	0.00036618063698242	0.0373682913244745	0	0	0
Kif3c	0.0132085848662022	-0.0241558136946101	0.0175800780969906	7.60516555046739e-10	0.0373643985608123	0	0	0
Fbxw8	0.0178267829488948	-0.019528377998602	1.68838245052957e-10	1.19591303369129e-15	0.0373551609474967	1	0	-1
Dock7	0.0151391236784737	-0.0222158416282885	5.90799856557011e-23	1.52756571370899e-78	0.0373549653067622	0	1	1
Cep170	0.0232475474933513	-0.0141068873677093	1.69336813261179e-10	7.24808311302072e-06	0.0373544348610607	0	0	0
Pcnx2	0.0136638931413696	-0.0236893877505973	3.2900981196225e-13	1.5337522721095e-65	0.037353280891967	0	0	0
Anapc4	0.0150455142696689	-0.0222818450077464	0.000149085945170198	5.83226240655198e-14	0.0373273592774153	0	0	0
Zc3h3	0.0233311548444988	-0.0139885806892535	1.30356551222945e-13	5.75698777977164e-07	0.0373197355337523	2	1	-1
Hs2st1	0.0162171020991272	-0.0211015703766834	4.03398795395963e-19	1.07040724050582e-46	0.0373186724758106	2	3	1
Fhod1	0.0194629388924026	-0.0178514645284332	0.00062665464063088	1.33228917844235e-05	0.0373144034208358	1	1	0
Zbtb41	0.0223908704826519	-0.0149226241950847	5.9638243555358e-08	1.68007036369268e-07	0.0373134946777366	1	1	0
Fbf1	0.0255557665245756	-0.0117526494327636	2.71373094721894e-07	0.00292959945170733	0.0373084159573391	0	0	0
Smg8	0.0193015005137915	-0.0180065079825606	0.0102264504015143	0.000385943599332405	0.0373080084963522	0	0	0
Dennd6a	0.0186021902371577	-0.0186811305555724	1.41650449465262e-07	4.75076995431679e-12	0.0372833207927301	0	0	0
Bbx	0.0157690243401289	-0.0215030858909477	5.97027116105251e-30	5.86120427795674e-91	0.0372721102310766	4	3	-1
Dgkd	0.0260129085295173	-0.0112480847978812	2.53046283718991e-12	0.00205834794068857	0.0372609933273985	0	0	0
Kif16b	0.0170619315550388	-0.0201979680720449	9.4784778547417e-28	2.30417398300414e-60	0.0372598996270836	16	31	15
Rnf25	0.0214961460041805	-0.0157637381859083	0.0128033303988325	0.00811529229756579	0.0372598841900888	0	0	0
Tlk1	0.0135175784688718	-0.0237181745966909	1.02677463111589e-06	1.79257134735897e-27	0.0372357530655627	0	0	0
Tram1	0.0219692772361766	-0.0152463092944274	1.77131651148843e-09	2.44984959409513e-07	0.037215586530604	0	0	0
Tsg101	0.0151392946474269	-0.0220759767303765	0.00112066800580153	2.11019728955577e-11	0.0372152713778034	0	0	0
C1qtnf9	0.0264671996409787	-0.0107393142762562	0.000769014527770083	0.031417578044838	0.0372065139172349	4	6	2
Nalcn	0.0150527235887777	-0.0221436856355314	8.20792618466949e-18	2.17705397267794e-81	0.0371964092243091	0	1	1
Lrp6	0.0162096070688215	-0.020979156119667	6.49751563729013e-12	1.8947836257155e-25	0.0371887631884885	0	0	0
Vps26c	0.0161238330244674	-0.0210517069961945	0.00096127565561809	8.84932353301733e-10	0.0371755400206619	1	0	-1
Slc4a10	0.0161703733970064	-0.0209962467380888	1.1323873395562e-18	1.65632564733163e-48	0.0371666201350952	0	1	1
Nktr	0.0136248505223667	-0.023535510945443	0.00142915039242381	2.20477821705646e-12	0.0371603614678097	0	0	0
Lamtor1	0.018117230657131	-0.0190317331546149	0.00505301779036745	9.81177649937618e-06	0.0371489638117459	0	0	0
Nrg4	0.0268681010337835	-0.0102703630168507	1.31992326845105e-35	1.02098223973133e-09	0.0371384640506342	0	1	1
Pcdhga5	0.0183715974572681	-0.0187563043910302	1.95424635448366e-24	2.9560052693593e-65	0.0371279018482983	0	0	0
Smg5	0.0242701900407537	-0.0128561914423676	6.92279485085607e-06	0.00244865041431326	0.0371263814831213	0	0	0
Rcbtb2	0.0217420577248442	-0.0153777960145558	3.55545937485236e-17	2.41282522278132e-14	0.0371198537393999	0	0	0
Brsk1	0.0113766117695924	-0.0257364248433647	0.0180981594017456	1.22044547309569e-15	0.037113036612957	0	0	0
Tsen54	0.023363890782067	-0.0137422979298415	0.00567458786780899	0.043733292107309	0.0371061887119085	0	0	0
Ssr1	0.0195385520064133	-0.0175497574492578	1.27884382243253e-06	1.84627839813299e-10	0.0370883094556711	1	1	0
Ttll11	0.0220256699910246	-0.0149961885962528	2.94523302288351e-40	1.80357944991998e-24	0.0370218585872775	0	0	0
Gxylt1	0.0119559414156458	-0.0250516738401579	0.00328329416841592	1.50491464670281e-22	0.0370076152558037	0	0	0
Synrg	0.0132404411958379	-0.0237620479507438	1.46361437693446e-06	2.45844361514046e-30	0.0370024891465817	0	0	0
Eprs	0.0156502277051562	-0.0213399468720444	1.50380913935775e-08	9.54127890663314e-27	0.0369901745772006	0	0	0
Wdr77	0.0202691309744912	-0.0167186472727263	0.00571761065813281	0.00233643463171472	0.0369877782472175	0	0	0
Itpa	0.019390201287248	-0.0175924182958263	0.00341370094966533	8.92013323227594e-05	0.0369826195830743	0	0	0
Cntnap1	0.0206109869319276	-0.0163513288363947	4.94632593800414e-07	4.93179070181665e-05	0.0369623157683223	0	0	0
Scmh1	0.0157770163322207	-0.0211755595604425	9.06348545640537e-10	7.09105672472093e-23	0.0369525758926632	1	0	-1
Rexo1	0.0165510804027496	-0.0203990465916154	0.0135168208587184	8.70909957176382e-05	0.036950126994365	0	0	0
Cc2d1b	0.0172354351395427	-0.0197118112860668	0.0128033303988325	2.53693322885407e-05	0.0369472464256096	0	0	0
Akr7a5	0.0193813068197036	-0.0175577277545432	0.0430016395915101	0.00557468434381616	0.0369390345742468	0	0	0
Pip5k1a	0.0173036262119856	-0.0196292399213842	3.10992359356079e-06	3.66833909556594e-11	0.0369328661333698	0	0	0
Nfs1	0.018523806179602	-0.0183973136899811	0.000124377485447332	1.26602610345035e-10	0.0369211198695831	0	0	0
Smox	0.0176860140466583	-0.0192207262490273	0.000870687220848496	3.85401899686872e-06	0.0369067402956856	2	1	-1
Tmod3	0.0206313741106448	-0.016269151147779	7.21954692158566e-10	1.0474555953592e-08	0.0369005252584238	0	0	0
Eif2d	0.0203914460103235	-0.0165049180777529	6.19752604751525e-07	3.67173215905568e-08	0.0368963640880764	1	0	-1
Prelid3b	0.0199993733345871	-0.0168942227734613	0.0114470153959235	0.00212677940540055	0.0368935961080484	0	0	0
Otub2	0.0151024869493229	-0.0217630980456485	0.0208388267084988	2.97861687829249e-06	0.0368655849949715	1	1	0
Ltn1	0.0187755879026494	-0.018085467373711	1.77296205658308e-15	1.87699369149186e-23	0.0368610552763604	0	0	0
Dnajc19	0.0173265113021467	-0.0195176425119524	0.000655779503926204	1.874286836912e-07	0.0368441538140991	0	0	0
1700069L16Rik	0.0225587601456088	-0.0142802064223104	5.51634804871161e-07	0.000171893003923092	0.0368389665679192	0	0	0
Cdc42	0.0156155584714994	-0.0212123885341222	0.00566401590928462	9.81774919048639e-06	0.0368279470056216	0	0	0
Aff1	0.0109000701485777	-0.025924340151033	1.28190960985916e-08	2.20312291634405e-84	0.0368244102996108	1	3	2
Fbxw11	0.0240364527856679	-0.012773141429728	3.67161428383131e-18	2.79975868207527e-06	0.0368095942153959	0	0	0
Csrnp3	0.00605028913680428	-0.0307288566105894	0.000273575921094559	6.93593911173363e-159	0.0367791457473937	3	3	0
Eme1	0.0211698312490856	-0.0155832868119559	0.00136166624020703	3.17360126026776e-05	0.0367531180610414	0	0	0
Arhgap39	0.0129004877112981	-0.0238382194947119	3.69794028967273e-07	3.67118802793771e-34	0.0367387072060101	0	0	0
Ptpn22	0.0195242859464854	-0.0172122600109818	5.28172630937526e-09	1.00048746223908e-11	0.0367365459574671	0	0	0
Tnip1	0.0163072001097025	-0.0204275897384969	2.42147500429504e-05	8.22430091357301e-12	0.0367347898481995	0	0	0
Fyco1	0.0182404682439692	-0.0184781240442786	9.62381718868028e-08	1.11217873871173e-16	0.0367185922882478	1	1	0
Cog4	0.0192364769666593	-0.0174766720139387	5.85270174417701e-07	4.38821167955803e-12	0.036713148980598	0	0	0
Ptprn2	0.0137025297846208	-0.0230024214438535	1.33617438818645e-40	5.49685818858775e-167	0.0367049512284744	9	13	4
Gpr108	0.0179346640572193	-0.0187587781094869	0.0254045853361956	4.22554828101434e-07	0.0366934421667063	1	0	-1
Phyh	0.0151059074672417	-0.0215852095219724	0.000769477540041233	3.81983950722729e-10	0.0366911169892142	0	1	1
Galnt4	0.0190178743328293	-0.0176457619669717	0.00442940622214399	0.000849952452825163	0.036663636299801	1	1	0
Rabif	0.0168694309608778	-0.0197855107205725	0.00971776944627594	4.58600170144092e-05	0.0366549416814503	0	0	0
Uchl3	0.0193241906811865	-0.0173166921677194	1.83860775020085e-09	2.40783801438924e-11	0.036640882848906	1	1	0
Vps33b	0.0171770079306564	-0.0194581061261661	0.000503514294857183	7.23864602067373e-09	0.0366351140568225	0	0	0
Dnajc13	0.0193393015476629	-0.0172902535229428	1.85167653647346e-21	2.1731779192404e-29	0.0366295550706057	0	1	1
Uba2	0.0180006354522054	-0.0185996303882728	0.000104712264770185	1.09816058050776e-07	0.0366002658404783	0	0	0
Arfgef1	0.0169301778376396	-0.0196515539772193	1.10684383842707e-10	7.54231644758444e-21	0.0365817318148589	0	0	0
Sema4b	0.0183451465618727	-0.0182272008770769	7.87824159421656e-06	1.93822964523897e-08	0.0365723474389496	0	0	0
Vamp1	0.0194201470795321	-0.0171435829551575	9.90973927807587e-05	1.32720052341462e-07	0.0365637300346896	0	0	0
Skil	0.0175159847802187	-0.0190368627192773	0.00039335440522052	4.81022027011043e-06	0.0365528474994959	1	2	1
Huwe1	0.0140723534984208	-0.0224802345087578	0.000184349096232764	4.59466066556984e-24	0.0365525880071786	0	0	0
Imp4	0.0229635770646437	-0.0135763928582059	0.00307581424407812	0.00393462284371999	0.0365399699228496	0	0	0
Zfp799	0.0155167645254363	-0.0210160978688615	0.00406484738456839	2.12356747331674e-07	0.0365328623942978	0	0	0
Mrs2	0.0127514981551451	-0.0237772026033461	0.00254354026835476	2.36357036640276e-17	0.0365287007584912	0	0	0
Kdelr1	0.0183990162627413	-0.0181190604269938	0.0153558249717655	0.00258415550297771	0.0365180766897351	0	0	0
Ikbkb	0.0138274096004471	-0.0226859745199653	2.61334813456467e-07	3.27687926559811e-35	0.0365133841204124	0	0	0
Pcdhgb2	0.0177558480584453	-0.0187563494909649	7.09479409169946e-24	5.57360728227505e-71	0.0365121975494102	0	0	0
Bnip2	0.0169459924039275	-0.0195605864005879	0.00260832225679963	5.70292860981021e-07	0.0365065788045154	0	0	0
Ext2	0.0225954839694693	-0.0139083047538188	2.36717581254763e-27	1.85342759159681e-14	0.0365037887232881	1	2	1
Tmem120a	0.02356700229275	-0.0129361850229911	0.00162618645916327	0.0131927754798571	0.0365031873157411	1	0	-1
Wdtc1	0.0186812433646248	-0.0177880378763406	8.20038185383923e-09	5.07839651351563e-13	0.0364692812409655	0	0	0
Cldnd1	0.0164760748063062	-0.019992575939255	0.0441076522373389	5.01283441505617e-05	0.0364686507455612	0	1	1
Ppp1r7	0.0144893557436483	-0.0219645689696355	0.0030948536261175	1.32689133525866e-13	0.0364539247132838	0	0	0
Thra	0.0263399964455986	-0.0101103604972816	2.59535563222861e-06	0.0350274748630229	0.0364503569428802	0	0	0
D1Ertd622e	0.0147155975525802	-0.0216779240023745	6.52980991449498e-05	9.80453074169205e-16	0.0363935215549547	0	0	0
Borcs5	0.0148146387406951	-0.0215725161461889	3.39137579272097e-07	1.68544781741321e-21	0.036387154886884	1	1	0
Tle4	0.0176955232830763	-0.018661610033489	3.01523487857791e-17	3.99643382817359e-30	0.0363571333165653	7	6	-1
Nav3	0.0234635185492981	-0.012882260853536	3.12994745636747e-134	4.67951053859115e-54	0.036345779402834	5	12	7
Ndfip1	0.0180710675073553	-0.0182717004687327	1.38136558628361e-05	2.00685887697766e-07	0.036342767976088	2	1	-1
