ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0080008	Cul4-RING E3 ubiquitin ligase complex	18/6233	36/28779	0.5	2.30859939034173	4.13081773391287	0.000163456053860875	0.000467191556930711	0.000162428835926164	Cop1/Dcaf8/Dcaf6/Ambra1/Trpc4ap/Wdr77/Dcaf10/Wdtc1/Glmn/Cdkn1b/Crbn/Cul4a/Arih1/Dcaf4/Dcaf5/Ercc8/Rbx1/Ddb1	18
GO:0032391	photoreceptor connecting cilium	22/6233	48/28779	0.458333333333333	2.11621610781325	4.06946810763371	0.000164344139610906	0.000467983683799086	0.00016270423526339	Septin2/Kifap3/Nphp1/Topors/Ift122/D630045J12Rik/Rpgrip1l/Bbs4/Lca5/Kif3a/Ift20/Spata7/Ttc8/Cetn3/Poc5/Rpgrip1/Ift88/Iqcb1/Ift57/Ift140/Tsga10ip/Arl3	22
GO:0005884	actin filament	46/6233	129/28779	0.356589147286822	1.64644297605767	3.86907260210759	0.000184199357940431	0.000522580400675445	0.00018168591640908	Abi2/Arpc2/Fmn2/Myo1b/Actr3/Tsc1/Vps18/Bloc1s6/Vps16/Nckap1/Tpm3/Tmod1/Luzp1/Yes1/Rac1/Cald1/Kptn/Pak1/Mical2/Tfpt/Myo9b/Cotl1/Myo9a/Myo6/Twf2/Keap1/Jam3/Vps11/Tpm1/Tmod3/Fyn/Specc1l/Dapk3/Ptges3/Gas7/Myo1c/Map3k1/Dmtn/Myh9/Twf1/Lima1/Dyrk1a/Cd2ap/Diaph1/Mark2/Diaph2	46
GO:0005868	cytoplasmic dynein complex	14/6233	25/28779	0.56	2.58563131718274	4.17029906974969	0.00018764100281432	0.00052843017704327	0.000183719712507829	Dync1i2/Dynlrb1/Dync1i1/Dctn1/Dynlrb2/Dync1li2/Dync1li1/Dync2h1/Nudcd3/Dync1h1/Snx4/Dynlt1b/Dctn4/Dynlt3	14
GO:1905354	exoribonuclease complex	14/6233	25/28779	0.56	2.58563131718274	4.17029906974969	0.00018764100281432	0.00052843017704327	0.000183719712507829	Exosc10/Pan3/Exosc5/Mphosph6/Dis3l/Zfc3h1/Pan2/Supv3l1/C1d/Mtrex/Exosc4/Gtpbp1/Exosc1/Las1l	14
GO:0044853	plasma membrane raft	50/6233	144/28779	0.347222222222222	1.60319402107065	3.81534484025643	0.000210306799641343	0.000590091606319665	0.000205157587465817	Cavin2/Trpm8/Erbb4/Irs1/Atp1b1/Nos1ap/Lrp4/Kif18a/Spred1/Ctnnd1/Kcnd3/P2ry12/Chrnb2/Atp1a1/Orai1/Ptpn11/Kcnd2/Cntnap2/Adcyap1r1/Cd8a/Slc2a3/Lrp6/Igf1r/Stim1/Mapk3/Lipe/Slc27a1/Prkaca/Cdh15/Insr/Ldlr/Prkar2a/Cbl/Atp1b3/Dag1/Hk1/Flot2/Prkar1a/Rangrf/Plpp1/Ptch1/Bmpr1a/Lrrk2/Adcy8/Mapk1/Ctnna1/Adrb2/Gnaq/Jak2/Grk2	50
GO:0030673	axolemma	12/6233	20/28779	0.6	2.77031926841008	4.16412559597352	0.000226555073634669	0.000632743950148657	0.000219986559554226	Kcnh1/Adora1/Slc1a2/Cntnap2/Kcnc3/Kcnc1/Kcnj11/Sptbn1/Robo1/Robo2/Epb41l3/Mapk8ip3	12
GO:0033116	endoplasmic reticulum-Golgi intermediate compartment membrane	23/6233	52/28779	0.442307692307692	2.04222253760999	3.9551331734214	0.000227160034322299	0.000632743950148657	0.000219986559554226	Golga2/Surf4/Slc35c2/Sec22b/Rab2a/Azin2/Sppl3/Tmed5/Ergic2/Kdelr1/Cln8/Tmem199/Vmp1/Tmed10/Zdhhc20/Vps13b/Dcstamp/Robo1/Ergic1/Sting1/Lman1/Mppe1/Stx5a	23
GO:0031464	Cul4A-RING E3 ubiquitin ligase complex	10/6233	15/28779	0.666666666666667	3.07813252045564	4.2329032723413	0.000228063990585926	0.000632960205756592	0.000220061745302209	Cop1/Trpc4ap/Glmn/Cdkn1b/Crbn/Cul4a/Arih1/Ercc8/Rbx1/Ddb1	10
GO:0001725	stress fiber	38/6233	102/28779	0.372549019607843	1.72013287907815	3.83080445579711	0.000235010439892252	0.000647546751645557	0.000225133060555622	Dst/Ppp1r12b/Bloc1s6/Tpm3/Cttnbp2nl/Ror1/Luzp1/Prkcz/Limch1/Septin11/Pxn/Ptpn11/Zyx/Nox4/Ilk/Ppp1r12c/Sipa1l3/Myh14/Klhl2/Fhod1/Septin7/Dixdc1/Coro2b/Tpm1/Ppp1r12a/Mprip/Myh10/Flnb/Fermt2/Myh9/Lima1/Lpp/Myl12a/Dctn4/Synpo/Afap1l1/Ablim3/Ablim1	38
