## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics --Histogram_FILE /dev/null --MINIMUM_PCT 0.0 --INCLUDE_DUPLICATES true --INPUT 250504_B1_Bap1_P60_ctrl2_5mC_S45_L002.good_mapq --OUTPUT 250504_B1_Bap1_P60_ctrl2_5mC_S45_L002.good_mapq.insert_size_metrics.txt --VALIDATION_STRINGENCY SILENT --DEVIATIONS 10.0 --METRIC_ACCUMULATION_LEVEL ALL_READS --ASSUME_SORTED true --STOP_AFTER 0 --VERBOSITY INFO --QUIET false --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Jun 26 13:08:36 PDT 2026

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
236	192	63	2	136372192	259.33303	107.892303	11390487	FR	25	49	75	101	127	157	193	241	345	469	729			
2409.5	2458	168	192	140582059	2253.431034	373.676035	498	RF	63	101	149	213	335	545	5245	509663	61419395	108979303	190103689			
28197132	28197132	0	28197132	28197132	28197132	?	1	TANDEM	1	1	1	1	1	1	1	1	1	1	1			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count	All_Reads.rf_count	All_Reads.tandem_count
479	5905	1	0
480	5780	0	0
481	5962	0	0
482	5707	0	0
483	5587	0	0
484	5817	0	0
485	5617	0	0
486	5501	0	0
487	5532	0	0
488	5400	0	0
489	5518	0	0
490	5249	0	0
491	5298	0	0
492	5112	0	0
493	5344	0	0
494	5219	0	0
495	5057	0	0
496	4994	0	0
497	5145	0	0
498	5039	0	0
499	4922	0	0
500	4776	0	0
501	4738	0	0
502	4912	0	0
503	4584	0	0
504	4674	0	0
505	4495	0	0
506	4581	0	0
507	4340	0	0
508	4489	1	0
509	4320	0	0
510	4238	0	0
511	4277	0	0
512	4315	0	0
513	4164	0	0
514	4121	0	0
515	4114	0	0
516	4127	0	0
517	4100	0	0
518	3847	0	0
519	3963	0	0
520	3788	0	0
521	3792	0	0
522	3738	0	0
523	3554	0	0
524	3612	0	0
525	3753	0	0
526	3612	0	0
527	3528	0	0
528	3476	0	0
529	3440	0	0
530	3554	0	0
531	3459	0	0
532	3343	0	0
533	3259	0	0
534	3217	0	0
535	3196	0	0
536	3250	0	0
537	3268	0	0
538	3103	0	0
539	3270	0	0
540	3085	0	0
541	2980	0	0
542	3124	0	0
543	2979	0	0
544	2952	0	0
545	2966	0	0
546	3072	0	0
547	2825	0	0
548	2803	0	0
549	2699	0	0
550	2812	0	0
551	2731	0	0
552	2718	0	0
553	2728	0	0
554	2574	0	0
555	2586	0	0
556	2577	0	0
557	2500	0	0
558	2407	0	0
559	2476	0	0
560	2424	0	0
561	2495	0	0
562	2464	0	0
563	2309	0	0
564	2399	0	0
565	2322	0	0
566	2221	0	0
567	2311	0	0
568	2160	0	0
569	2273	0	0
570	2360	0	0
571	2223	0	0
572	2153	0	0
573	2047	0	0
574	2004	0	0
575	1971	0	0
576	1916	0	0
577	2087	0	0
578	1917	0	0
579	1869	0	0
580	2025	0	0
581	1876	0	0
582	1883	0	0
583	1785	0	0
584	1891	0	0
585	1737	0	0
586	1852	0	0
587	1774	0	0
588	1702	0	0
589	1806	0	0
590	1685	0	0
591	1732	0	0
592	1699	0	0
593	1667	0	0
594	1613	0	0
595	1597	0	0
596	1577	0	0
597	1481	0	0
598	1637	0	0
599	1514	0	0
600	1467	0	0
601	1599	0	0
602	1458	0	0
603	1485	0	0
604	1491	0	0
605	1387	0	0
606	1324	0	0
607	1446	0	0
608	1362	0	0
609	1358	0	0
610	1342	0	0
611	1366	0	0
612	1296	0	0
613	1238	0	0
614	1257	0	0
615	1358	0	0
616	1258	0	0
617	1378	0	0
618	1291	0	0
619	1225	0	0
620	1152	0	0
621	1153	0	0
622	1115	0	0
623	1052	0	0
624	1105	0	0
625	1068	0	0
626	1093	0	0
627	1092	0	0
628	1104	0	0
629	1099	0	0
630	1037	0	0
631	1086	0	0
632	969	0	0
633	1106	0	0
634	1012	0	0
635	1006	0	0
636	985	0	0
637	1031	0	0
638	1047	0	0
639	925	0	0
640	990	0	0
641	885	0	0
642	964	0	0
643	902	0	0
644	920	0	0
645	897	0	0
646	869	0	0
647	911	0	0
648	866	0	0
649	809	0	0
650	798	0	0
651	789	0	0
652	813	0	0
653	828	0	0
654	750	0	0
655	813	0	0
656	753	0	0
657	773	0	0
658	800	0	0
659	725	0	0
660	679	0	0
661	720	0	0
662	707	0	0
663	670	0	0
664	663	0	0
665	724	0	0
666	695	0	0
667	640	0	0
668	638	0	0
669	581	0	0
670	642	0	0
671	640	0	0
672	626	0	0
673	617	0	0
674	610	0	0
675	589	0	0
676	598	0	0
677	568	0	0
678	593	0	0
679	603	0	0
680	558	0	0
681	530	0	0
682	481	0	0
683	583	0	0
684	467	0	0
685	513	0	0
686	475	0	0
687	501	0	0
688	498	0	0
689	465	0	0
690	447	0	0
691	447	0	0
692	510	0	0
693	528	0	0
694	571	0	0
695	395	0	0
696	444	0	0
697	458	0	0
698	425	0	0
699	425	0	0
700	415	0	0
701	397	0	0
702	418	0	0
703	537	0	0
704	417	0	0
705	354	0	0
706	395	0	0
707	374	0	0
708	352	0	0
709	337	0	0
710	334	0	0
711	366	0	0
712	397	0	0
713	336	0	0
714	341	0	0
715	318	0	0
716	263	0	0
717	340	0	0
718	275	0	0
719	322	0	0
720	318	0	0
721	323	0	0
722	345	0	0
723	341	0	0
724	293	0	0
725	345	0	0
726	336	0	0
727	293	0	0
728	309	0	0
729	247	0	0
730	272	0	0
731	261	0	0
732	275	0	0
733	224	0	0
734	215	0	0
735	225	0	0
736	212	0	0
737	208	0	0
738	228	0	0
739	234	0	0
740	239	0	0
741	235	0	0
742	243	0	0
743	202	0	0
744	202	0	0
745	174	0	0
746	205	0	0
747	178	0	0
748	164	0	0
749	181	0	0
750	167	0	0
751	201	0	0
752	173	0	0
753	183	0	0
754	204	0	0
755	137	0	0
756	154	0	0
757	194	0	0
758	139	0	0
759	170	0	0
760	130	0	0
761	153	0	0
762	131	0	0
763	150	0	0
764	164	0	0
765	148	0	0
766	122	0	0
767	152	0	0
768	138	0	0
769	139	0	0
770	176	0	0
771	132	0	0
772	138	0	0
773	117	0	0
774	150	0	0
775	141	0	0
776	110	0	0
777	114	0	0
778	125	0	0
